maladie,symptomes,specialite_medicale
Cirrhose hépatique - cas 1734,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Bronchite chronique - cas 1735,"toux grasse, essoufflement, fatigue",Pneumologie
Dermatite atopique - cas 1736,"démangeaisons, rougeurs, peau sèche",Dermatologie
Appendicite - cas 1737,"douleur abdominale, nausée, fièvre",Chirurgie générale
Anémie - cas 1738,"fatigue, pâleur, essoufflement",Hématologie
Sclérose en plaques - cas 1739,"troubles visuels, faiblesse, engourdissements",Neurologie
Maladie de Crohn - cas 1740,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Migraine - cas 1741,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Dermatite atopique - cas 1742,"démangeaisons, rougeurs, peau sèche",Dermatologie
Migraine - cas 1743,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Cirrhose hépatique - cas 1744,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Arthrose - cas 1745,"douleurs articulaires, raideur, gonflement",Rhumatologie
Maladie de Crohn - cas 1746,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Anémie - cas 1747,"fatigue, pâleur, essoufflement",Hématologie
Tuberculose - cas 1748,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Hépatite B - cas 1749,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Grippe - cas 1750,"fièvre, toux, fatigue, maux de tête",Médecine générale
Maladie de Crohn - cas 1751,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Migraine - cas 1752,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Bronchite chronique - cas 1753,"toux grasse, essoufflement, fatigue",Pneumologie
Grippe - cas 1754,"fièvre, toux, fatigue, maux de tête",Médecine générale
Migraine - cas 1755,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Diabète de type 2 - cas 1756,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Hypertension - cas 1757,"maux de tête, vertiges, vision floue",Cardiologie
Asthme - cas 1758,"essoufflement, toux, respiration sifflante",Pneumologie
Anémie - cas 1759,"fatigue, pâleur, essoufflement",Hématologie
Migraine - cas 1760,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Appendicite - cas 1761,"douleur abdominale, nausée, fièvre",Chirurgie générale
Hépatite B - cas 1762,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Hépatite B - cas 1763,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Maladie de Crohn - cas 1764,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Appendicite - cas 1765,"douleur abdominale, nausée, fièvre",Chirurgie générale
Cirrhose hépatique - cas 1766,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Diabète de type 2 - cas 1767,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Arthrose - cas 1768,"douleurs articulaires, raideur, gonflement",Rhumatologie
Anémie - cas 1769,"fatigue, pâleur, essoufflement",Hématologie
Hépatite B - cas 1770,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Hypertension - cas 1771,"maux de tête, vertiges, vision floue",Cardiologie
Bronchite chronique - cas 1772,"toux grasse, essoufflement, fatigue",Pneumologie
Arthrose - cas 1773,"douleurs articulaires, raideur, gonflement",Rhumatologie
Hépatite B - cas 1774,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Migraine - cas 1775,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Cirrhose hépatique - cas 1776,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Maladie de Crohn - cas 1777,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Anémie - cas 1778,"fatigue, pâleur, essoufflement",Hématologie
Migraine - cas 1779,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Appendicite - cas 1780,"douleur abdominale, nausée, fièvre",Chirurgie générale
Tuberculose - cas 1781,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Cirrhose hépatique - cas 1782,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Dermatite atopique - cas 1783,"démangeaisons, rougeurs, peau sèche",Dermatologie
Grippe - cas 1784,"fièvre, toux, fatigue, maux de tête",Médecine générale
Tuberculose - cas 1785,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Arthrose - cas 1786,"douleurs articulaires, raideur, gonflement",Rhumatologie
Tuberculose - cas 1787,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Cirrhose hépatique - cas 1788,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Dermatite atopique - cas 1789,"démangeaisons, rougeurs, peau sèche",Dermatologie
Bronchite chronique - cas 1790,"toux grasse, essoufflement, fatigue",Pneumologie
Diabète de type 2 - cas 1791,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Appendicite - cas 1792,"douleur abdominale, nausée, fièvre",Chirurgie générale
Hépatite B - cas 1793,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Sclérose en plaques - cas 1794,"troubles visuels, faiblesse, engourdissements",Neurologie
Diabète de type 2 - cas 1795,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Arthrose - cas 1796,"douleurs articulaires, raideur, gonflement",Rhumatologie
Sclérose en plaques - cas 1797,"troubles visuels, faiblesse, engourdissements",Neurologie
Asthme - cas 1798,"essoufflement, toux, respiration sifflante",Pneumologie
Anémie - cas 1799,"fatigue, pâleur, essoufflement",Hématologie
Migraine - cas 1800,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Hypertension - cas 1801,"maux de tête, vertiges, vision floue",Cardiologie
Hépatite B - cas 1802,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Maladie de Crohn - cas 1803,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Arthrose - cas 1804,"douleurs articulaires, raideur, gonflement",Rhumatologie
Maladie de Crohn - cas 1805,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Hépatite B - cas 1806,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Diabète de type 2 - cas 1807,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Migraine - cas 1808,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Diabète de type 2 - cas 1809,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Hépatite B - cas 1810,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Hépatite B - cas 1811,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Sclérose en plaques - cas 1812,"troubles visuels, faiblesse, engourdissements",Neurologie
Appendicite - cas 1813,"douleur abdominale, nausée, fièvre",Chirurgie générale
Sclérose en plaques - cas 1814,"troubles visuels, faiblesse, engourdissements",Neurologie
Anémie - cas 1815,"fatigue, pâleur, essoufflement",Hématologie
Dermatite atopique - cas 1816,"démangeaisons, rougeurs, peau sèche",Dermatologie
Migraine - cas 1817,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Bronchite chronique - cas 1818,"toux grasse, essoufflement, fatigue",Pneumologie
Asthme - cas 1819,"essoufflement, toux, respiration sifflante",Pneumologie
Hépatite B - cas 1820,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Hypertension - cas 1821,"maux de tête, vertiges, vision floue",Cardiologie
Grippe - cas 1822,"fièvre, toux, fatigue, maux de tête",Médecine générale
Dermatite atopique - cas 1823,"démangeaisons, rougeurs, peau sèche",Dermatologie
Sclérose en plaques - cas 1824,"troubles visuels, faiblesse, engourdissements",Neurologie
Appendicite - cas 1825,"douleur abdominale, nausée, fièvre",Chirurgie générale
Asthme - cas 1826,"essoufflement, toux, respiration sifflante",Pneumologie
Diabète de type 2 - cas 1827,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Hypertension - cas 1828,"maux de tête, vertiges, vision floue",Cardiologie
Sclérose en plaques - cas 1829,"troubles visuels, faiblesse, engourdissements",Neurologie
Hépatite B - cas 1830,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Grippe - cas 1831,"fièvre, toux, fatigue, maux de tête",Médecine générale
Diabète de type 2 - cas 1832,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Maladie de Crohn - cas 1833,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Appendicite - cas 1834,"douleur abdominale, nausée, fièvre",Chirurgie générale
Hépatite B - cas 1835,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Cirrhose hépatique - cas 1836,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Diabète de type 2 - cas 1837,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Dermatite atopique - cas 1838,"démangeaisons, rougeurs, peau sèche",Dermatologie
Grippe - cas 1839,"fièvre, toux, fatigue, maux de tête",Médecine générale
Bronchite chronique - cas 1840,"toux grasse, essoufflement, fatigue",Pneumologie
Maladie de Crohn - cas 1841,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Hépatite B - cas 1842,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Arthrose - cas 1843,"douleurs articulaires, raideur, gonflement",Rhumatologie
Anémie - cas 1844,"fatigue, pâleur, essoufflement",Hématologie
Migraine - cas 1845,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Anémie - cas 1846,"fatigue, pâleur, essoufflement",Hématologie
Bronchite chronique - cas 1847,"toux grasse, essoufflement, fatigue",Pneumologie
Maladie de Crohn - cas 1848,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Asthme - cas 1849,"essoufflement, toux, respiration sifflante",Pneumologie
Diabète de type 2 - cas 1850,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Sclérose en plaques - cas 1851,"troubles visuels, faiblesse, engourdissements",Neurologie
Tuberculose - cas 1852,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Anémie - cas 1853,"fatigue, pâleur, essoufflement",Hématologie
Anémie - cas 1854,"fatigue, pâleur, essoufflement",Hématologie
Asthme - cas 1855,"essoufflement, toux, respiration sifflante",Pneumologie
Asthme - cas 1856,"essoufflement, toux, respiration sifflante",Pneumologie
Anémie - cas 1857,"fatigue, pâleur, essoufflement",Hématologie
Cirrhose hépatique - cas 1858,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Cirrhose hépatique - cas 1859,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Sclérose en plaques - cas 1860,"troubles visuels, faiblesse, engourdissements",Neurologie
Migraine - cas 1861,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Maladie de Crohn - cas 1862,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Sclérose en plaques - cas 1863,"troubles visuels, faiblesse, engourdissements",Neurologie
Diabète de type 2 - cas 1864,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Migraine - cas 1865,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Grippe - cas 1866,"fièvre, toux, fatigue, maux de tête",Médecine générale
Maladie de Crohn - cas 1867,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Cirrhose hépatique - cas 1868,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Diabète de type 2 - cas 1869,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Appendicite - cas 1870,"douleur abdominale, nausée, fièvre",Chirurgie générale
Sclérose en plaques - cas 1871,"troubles visuels, faiblesse, engourdissements",Neurologie
Appendicite - cas 1872,"douleur abdominale, nausée, fièvre",Chirurgie générale
Maladie de Crohn - cas 1873,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Diabète de type 2 - cas 1874,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Cirrhose hépatique - cas 1875,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Sclérose en plaques - cas 1876,"troubles visuels, faiblesse, engourdissements",Neurologie
Maladie de Crohn - cas 1877,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Hypertension - cas 1878,"maux de tête, vertiges, vision floue",Cardiologie
Appendicite - cas 1879,"douleur abdominale, nausée, fièvre",Chirurgie générale
Diabète de type 2 - cas 1880,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Maladie de Crohn - cas 1881,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Sclérose en plaques - cas 1882,"troubles visuels, faiblesse, engourdissements",Neurologie
Asthme - cas 1883,"essoufflement, toux, respiration sifflante",Pneumologie
Cirrhose hépatique - cas 1884,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Diabète de type 2 - cas 1885,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Appendicite - cas 1886,"douleur abdominale, nausée, fièvre",Chirurgie générale
Tuberculose - cas 1887,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Hépatite B - cas 1888,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Grippe - cas 1889,"fièvre, toux, fatigue, maux de tête",Médecine générale
Sclérose en plaques - cas 1890,"troubles visuels, faiblesse, engourdissements",Neurologie
Migraine - cas 1891,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Maladie de Crohn - cas 1892,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Dermatite atopique - cas 1893,"démangeaisons, rougeurs, peau sèche",Dermatologie
Tuberculose - cas 1894,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Migraine - cas 1895,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Diabète de type 2 - cas 1896,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Bronchite chronique - cas 1897,"toux grasse, essoufflement, fatigue",Pneumologie
Hypertension - cas 1898,"maux de tête, vertiges, vision floue",Cardiologie
Hypertension - cas 1899,"maux de tête, vertiges, vision floue",Cardiologie
Asthme - cas 1900,"essoufflement, toux, respiration sifflante",Pneumologie
Grippe - cas 1901,"fièvre, toux, fatigue, maux de tête",Médecine générale
Appendicite - cas 1902,"douleur abdominale, nausée, fièvre",Chirurgie générale
Sclérose en plaques - cas 1903,"troubles visuels, faiblesse, engourdissements",Neurologie
Grippe - cas 1904,"fièvre, toux, fatigue, maux de tête",Médecine générale
Anémie - cas 1905,"fatigue, pâleur, essoufflement",Hématologie
Anémie - cas 1906,"fatigue, pâleur, essoufflement",Hématologie
Migraine - cas 1907,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Appendicite - cas 1908,"douleur abdominale, nausée, fièvre",Chirurgie générale
Arthrose - cas 1909,"douleurs articulaires, raideur, gonflement",Rhumatologie
Appendicite - cas 1910,"douleur abdominale, nausée, fièvre",Chirurgie générale
Asthme - cas 1911,"essoufflement, toux, respiration sifflante",Pneumologie
Maladie de Crohn - cas 1912,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Sclérose en plaques - cas 1913,"troubles visuels, faiblesse, engourdissements",Neurologie
Dermatite atopique - cas 1914,"démangeaisons, rougeurs, peau sèche",Dermatologie
Diabète de type 2 - cas 1915,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Dermatite atopique - cas 1916,"démangeaisons, rougeurs, peau sèche",Dermatologie
Anémie - cas 1917,"fatigue, pâleur, essoufflement",Hématologie
Tuberculose - cas 1918,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Appendicite - cas 1919,"douleur abdominale, nausée, fièvre",Chirurgie générale
Arthrose - cas 1920,"douleurs articulaires, raideur, gonflement",Rhumatologie
Dermatite atopique - cas 1921,"démangeaisons, rougeurs, peau sèche",Dermatologie
Arthrose - cas 1922,"douleurs articulaires, raideur, gonflement",Rhumatologie
Appendicite - cas 1923,"douleur abdominale, nausée, fièvre",Chirurgie générale
Hépatite B - cas 1924,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Dermatite atopique - cas 1925,"démangeaisons, rougeurs, peau sèche",Dermatologie
Bronchite chronique - cas 1926,"toux grasse, essoufflement, fatigue",Pneumologie
Hypertension - cas 1927,"maux de tête, vertiges, vision floue",Cardiologie
Diabète de type 2 - cas 1928,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Bronchite chronique - cas 1929,"toux grasse, essoufflement, fatigue",Pneumologie
Hépatite B - cas 1930,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Tuberculose - cas 1931,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Dermatite atopique - cas 1932,"démangeaisons, rougeurs, peau sèche",Dermatologie
Maladie de Crohn - cas 1933,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Hépatite B - cas 1934,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Grippe - cas 1935,"fièvre, toux, fatigue, maux de tête",Médecine générale
Diabète de type 2 - cas 1936,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Bronchite chronique - cas 1937,"toux grasse, essoufflement, fatigue",Pneumologie
Anémie - cas 1938,"fatigue, pâleur, essoufflement",Hématologie
Migraine - cas 1939,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Bronchite chronique - cas 1940,"toux grasse, essoufflement, fatigue",Pneumologie
Tuberculose - cas 1941,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Bronchite chronique - cas 1942,"toux grasse, essoufflement, fatigue",Pneumologie
Migraine - cas 1943,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Appendicite - cas 1944,"douleur abdominale, nausée, fièvre",Chirurgie générale
Migraine - cas 1945,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Hépatite B - cas 1946,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Hépatite B - cas 1947,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Appendicite - cas 1948,"douleur abdominale, nausée, fièvre",Chirurgie générale
Migraine - cas 1949,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Appendicite - cas 1950,"douleur abdominale, nausée, fièvre",Chirurgie générale
Dermatite atopique - cas 1951,"démangeaisons, rougeurs, peau sèche",Dermatologie
Grippe - cas 1952,"fièvre, toux, fatigue, maux de tête",Médecine générale
Anémie - cas 1953,"fatigue, pâleur, essoufflement",Hématologie
Hépatite B - cas 1954,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Dermatite atopique - cas 1955,"démangeaisons, rougeurs, peau sèche",Dermatologie
Arthrose - cas 1956,"douleurs articulaires, raideur, gonflement",Rhumatologie
Hépatite B - cas 1957,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Hypertension - cas 1958,"maux de tête, vertiges, vision floue",Cardiologie
Maladie de Crohn - cas 1959,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Maladie de Crohn - cas 1960,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Diabète de type 2 - cas 1961,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Anémie - cas 1962,"fatigue, pâleur, essoufflement",Hématologie
Appendicite - cas 1963,"douleur abdominale, nausée, fièvre",Chirurgie générale
Sclérose en plaques - cas 1964,"troubles visuels, faiblesse, engourdissements",Neurologie
Hypertension - cas 1965,"maux de tête, vertiges, vision floue",Cardiologie
Asthme - cas 1966,"essoufflement, toux, respiration sifflante",Pneumologie
Hépatite B - cas 1967,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Hypertension - cas 1968,"maux de tête, vertiges, vision floue",Cardiologie
Grippe - cas 1969,"fièvre, toux, fatigue, maux de tête",Médecine générale
Diabète de type 2 - cas 1970,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Sclérose en plaques - cas 1971,"troubles visuels, faiblesse, engourdissements",Neurologie
Diabète de type 2 - cas 1972,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Asthme - cas 1973,"essoufflement, toux, respiration sifflante",Pneumologie
Bronchite chronique - cas 1974,"toux grasse, essoufflement, fatigue",Pneumologie
Grippe - cas 1975,"fièvre, toux, fatigue, maux de tête",Médecine générale
Appendicite - cas 1976,"douleur abdominale, nausée, fièvre",Chirurgie générale
Asthme - cas 1977,"essoufflement, toux, respiration sifflante",Pneumologie
Maladie de Crohn - cas 1978,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Diabète de type 2 - cas 1979,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Arthrose - cas 1980,"douleurs articulaires, raideur, gonflement",Rhumatologie
Tuberculose - cas 1981,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Sclérose en plaques - cas 1982,"troubles visuels, faiblesse, engourdissements",Neurologie
Maladie de Crohn - cas 1983,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Hépatite B - cas 1984,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Tuberculose - cas 1985,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Anémie - cas 1986,"fatigue, pâleur, essoufflement",Hématologie
Grippe - cas 1987,"fièvre, toux, fatigue, maux de tête",Médecine générale
Arthrose - cas 1988,"douleurs articulaires, raideur, gonflement",Rhumatologie
Anémie - cas 1989,"fatigue, pâleur, essoufflement",Hématologie
Hypertension - cas 1990,"maux de tête, vertiges, vision floue",Cardiologie
Dermatite atopique - cas 1991,"démangeaisons, rougeurs, peau sèche",Dermatologie
Tuberculose - cas 1992,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Dermatite atopique - cas 1993,"démangeaisons, rougeurs, peau sèche",Dermatologie
Tuberculose - cas 1994,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Anémie - cas 1995,"fatigue, pâleur, essoufflement",Hématologie
Cirrhose hépatique - cas 1996,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Diabète de type 2 - cas 1997,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Hypertension - cas 1998,"maux de tête, vertiges, vision floue",Cardiologie
Dermatite atopique - cas 1999,"démangeaisons, rougeurs, peau sèche",Dermatologie
Asthme - cas 2000,"essoufflement, toux, respiration sifflante",Pneumologie
