maladie,symptomes,specialite_medicale
Psoriasis,"vertiges, palpitations, jaunisse, éruptions cutanées",Neurologie
Bronchite,"maux de tête, vomissements, nausées, douleur abdominale",Hématologie
Zona,"nausées, fatigue, diarrhée, éruptions cutanées, essoufflement",Cardiologie
Paludisme,"essoufflement, perte de poids, douleurs articulaires, maux de tête",Pneumologie
Thyroïdite,"nausées, palpitations, jaunisse, toux, diarrhée",Hématologie
Asthme,"diarrhée, douleurs articulaires, maux de tête",Infectiologie
Epilepsie,"diarrhée, éruptions cutanées, essoufflement, jaunisse",Infectiologie
Colite,"vertiges, diarrhée, fièvre, palpitations",Médecine générale
Sclérose,"fatigue, vomissements, jaunisse",Cardiologie
Thyroïdite,"perte de poids, douleur abdominale, nausées, fatigue, fièvre",Ophtalmologie
Insuffisance rénale,"douleur abdominale, éruptions cutanées, essoufflement, nausées",Infectiologie
Hépatite,"nausées, douleur abdominale, essoufflement, vertiges, douleurs articulaires",Cardiologie
Dermatite,"palpitations, douleur abdominale, maux de tête, vomissements",Infectiologie
Gastrite,"nausées, fièvre, perte de poids",Oncologie
VIH,"vomissements, douleurs articulaires, fièvre, vertiges, éruptions cutanées",Cardiologie
Arthrite,"nausées, vertiges, toux, fatigue, essoufflement",Ophtalmologie
COVID-19,"fièvre, essoufflement, toux, vomissements, douleur abdominale",Pédiatrie
Insuffisance rénale,"perte de poids, vertiges, vomissements, diarrhée",Hématologie
Cancer du foie,"fièvre, fatigue, maux de tête, vertiges, douleur abdominale",Rhumatologie
Ulcère,"vertiges, maux de tête, diarrhée, douleur abdominale",Chirurgie générale
Thyroïdite,"douleur abdominale, perte de poids, fatigue",Ophtalmologie
Grippe,"douleurs articulaires, jaunisse, vertiges",Endocrinologie
Dermatite,"fièvre, perte de poids, palpitations",Médecine générale
Cataracte,"nausées, douleurs articulaires, fièvre, vomissements, éruptions cutanées",ORL
Ulcère,"toux, vomissements, jaunisse",Rhumatologie
Cirrhose,"essoufflement, perte de poids, toux",Chirurgie générale
Sclérose,"nausées, douleurs articulaires, vomissements, maux de tête",Pédiatrie
Hypertension,"douleurs articulaires, nausées, douleur abdominale, éruptions cutanées, maux de tête",Médecine générale
Sclérose,"éruptions cutanées, essoufflement, perte de poids",Ophtalmologie
Thyroïdite,"essoufflement, éruptions cutanées, nausées",Cardiologie
Psoriasis,"jaunisse, maux de tête, nausées",Endocrinologie
Conjonctivite,"palpitations, fatigue, essoufflement",Rhumatologie
Thyroïdite,"vomissements, nausées, fatigue",Rhumatologie
Parkinson,"vomissements, toux, palpitations, diarrhée, essoufflement",ORL
Cancer du sein,"diarrhée, perte de poids, vomissements, palpitations, fièvre",Médecine générale
Crohn,"toux, douleurs articulaires, essoufflement",Chirurgie générale
Cancer de la peau,"douleurs articulaires, fièvre, toux",Médecine générale
Hépatite,"fatigue, palpitations, jaunisse",Gastroentérologie
Cancer de la peau,"douleurs articulaires, vertiges, éruptions cutanées",Hématologie
Zona,"fièvre, fatigue, douleur abdominale",Hématologie
Hépatite,"vomissements, douleurs articulaires, maux de tête",Médecine générale
Obésité,"fatigue, essoufflement, nausées, vomissements",Pédiatrie
Ulcère,"maux de tête, palpitations, vertiges, essoufflement",ORL
COVID-19,"éruptions cutanées, toux, palpitations",Oncologie
Cancer du foie,"douleur abdominale, fatigue, palpitations, fièvre, éruptions cutanées",Rhumatologie
Appendicite,"éruptions cutanées, toux, fièvre",Rhumatologie
Diabète,"éruptions cutanées, perte de poids, vertiges",Endocrinologie
Goutte,"jaunisse, nausées, fatigue",ORL
Tuberculose,"maux de tête, palpitations, vomissements, diarrhée",Médecine générale
Alzheimer,"fièvre, essoufflement, toux, douleur abdominale, fatigue",Pédiatrie
Dermatite,"douleurs articulaires, vertiges, diarrhée",Infectiologie
Sinusite,"douleur abdominale, éruptions cutanées, fièvre, vertiges, perte de poids",Dermatologie
Asthme,"toux, éruptions cutanées, vertiges, perte de poids",Infectiologie
Arthrose,"vertiges, jaunisse, éruptions cutanées, maux de tête",Rhumatologie
Otite,"essoufflement, fatigue, douleur abdominale, toux, maux de tête",Neurologie
Anémie,"essoufflement, douleurs articulaires, nausées",Neurologie
Zona,"nausées, diarrhée, toux",Dermatologie
Epilepsie,"vertiges, jaunisse, nausées",Endocrinologie
Colite,"douleur abdominale, nausées, perte de poids, vertiges",Ophtalmologie
Arthrite,"fièvre, douleur abdominale, perte de poids",Neurologie
Arthrose,"fatigue, maux de tête, toux, douleur abdominale, douleurs articulaires",Chirurgie générale
Dermatite,"perte de poids, douleur abdominale, nausées, diarrhée, douleurs articulaires",Endocrinologie
Migraine,"jaunisse, vomissements, diarrhée",Dermatologie
Colite,"jaunisse, vomissements, diarrhée, vertiges",Rhumatologie
Parkinson,"vomissements, douleur abdominale, diarrhée, palpitations",Chirurgie générale
Hernie,"maux de tête, jaunisse, vertiges, douleur abdominale",Cardiologie
Goutte,"palpitations, douleur abdominale, éruptions cutanées, douleurs articulaires, maux de tête",Endocrinologie
Conjonctivite,"essoufflement, vertiges, palpitations, vomissements",Chirurgie générale
Alzheimer,"nausées, palpitations, fatigue, douleur abdominale",Oncologie
Thyroïdite,"palpitations, éruptions cutanées, douleur abdominale, fatigue",Médecine générale
Diabète,"maux de tête, douleur abdominale, fièvre, diarrhée",Pneumologie
Alzheimer,"toux, fièvre, palpitations, fatigue, douleurs articulaires",Oncologie
Obésité,"vertiges, maux de tête, éruptions cutanées",Chirurgie générale
Méningite,"jaunisse, vomissements, diarrhée, éruptions cutanées, fatigue",Oncologie
Cirrhose,"douleur abdominale, essoufflement, fatigue, diarrhée, toux",ORL
COVID-19,"éruptions cutanées, nausées, essoufflement, vertiges, palpitations",Neurologie
Arthrite,"éruptions cutanées, douleur abdominale, maux de tête, toux",Infectiologie
Glaucome,"toux, douleur abdominale, diarrhée, éruptions cutanées, douleurs articulaires",Dermatologie
Psoriasis,"perte de poids, diarrhée, palpitations",Chirurgie générale
Zona,"jaunisse, perte de poids, diarrhée",Endocrinologie
Anémie,"essoufflement, jaunisse, douleur abdominale, douleurs articulaires",Médecine générale
Méningite,"vomissements, douleurs articulaires, perte de poids, diarrhée",Pédiatrie
Crohn,"palpitations, jaunisse, maux de tête, diarrhée, perte de poids",Pneumologie
Crohn,"palpitations, vertiges, douleurs articulaires, perte de poids, éruptions cutanées",Endocrinologie
Paludisme,"fatigue, toux, diarrhée, fièvre",Pédiatrie
Conjonctivite,"palpitations, diarrhée, toux",Hématologie
Colite,"essoufflement, perte de poids, palpitations",Endocrinologie
Hypertension,"vomissements, toux, essoufflement",ORL
Insuffisance rénale,"essoufflement, éruptions cutanées, fatigue, maux de tête, vertiges",Neurologie
Cirrhose,"palpitations, vertiges, douleur abdominale, fatigue",Cardiologie
Goutte,"vomissements, maux de tête, fatigue, essoufflement, fièvre",ORL
Diabète,"nausées, vertiges, diarrhée",Infectiologie
Anémie,"douleur abdominale, essoufflement, perte de poids, diarrhée, nausées",Chirurgie générale
Goutte,"fièvre, maux de tête, nausées, toux",Neurologie
Cirrhose,"perte de poids, vertiges, douleur abdominale",Rhumatologie
Cancer du foie,"toux, vertiges, douleurs articulaires",Cardiologie
Glaucome,"essoufflement, diarrhée, toux",Gastroentérologie
Epilepsie,"jaunisse, maux de tête, vertiges, douleur abdominale",Chirurgie générale
Colite,"douleurs articulaires, fièvre, perte de poids, palpitations, éruptions cutanées",Pneumologie
Obésité,"toux, douleur abdominale, diarrhée, jaunisse",Gastroentérologie
Bronchite,"diarrhée, éruptions cutanées, jaunisse, vertiges",Endocrinologie
Insuffisance rénale,"vomissements, diarrhée, douleur abdominale",Pneumologie
Gastrite,"fièvre, nausées, jaunisse, fatigue",ORL
Arthrose,"perte de poids, douleurs articulaires, diarrhée, maux de tête",Ophtalmologie
Obésité,"éruptions cutanées, toux, jaunisse, vomissements",Pneumologie
Migraine,"maux de tête, douleurs articulaires, douleur abdominale",Rhumatologie
Parkinson,"jaunisse, éruptions cutanées, essoufflement, perte de poids",Médecine générale
Arthrose,"fièvre, douleur abdominale, maux de tête, vertiges",ORL
Cancer du sein,"nausées, vertiges, maux de tête, perte de poids",Chirurgie générale
Crohn,"diarrhée, douleur abdominale, éruptions cutanées, essoufflement, palpitations",Pneumologie
Cirrhose,"fièvre, toux, palpitations, fatigue, vomissements",Gastroentérologie
Zona,"éruptions cutanées, palpitations, nausées, vomissements, vertiges",Dermatologie
Paludisme,"fièvre, essoufflement, nausées",Gastroentérologie
Méningite,"essoufflement, vomissements, éruptions cutanées, maux de tête, perte de poids",ORL
Méningite,"perte de poids, essoufflement, douleur abdominale, diarrhée, vertiges",Dermatologie
Psoriasis,"éruptions cutanées, toux, vertiges, nausées, fièvre",Hématologie
Hépatite,"vomissements, fatigue, vertiges",Oncologie
Cancer de la peau,"diarrhée, maux de tête, douleur abdominale, douleurs articulaires, éruptions cutanées",Cardiologie
Insuffisance rénale,"jaunisse, nausées, essoufflement, diarrhée, douleurs articulaires",Oncologie
Hernie,"vertiges, douleur abdominale, maux de tête, diarrhée, perte de poids",Rhumatologie
Dermatite,"diarrhée, jaunisse, fatigue, palpitations, vomissements",ORL
Glaucome,"fièvre, vomissements, jaunisse",Dermatologie
Cancer du foie,"diarrhée, essoufflement, palpitations",Dermatologie
COVID-19,"éruptions cutanées, toux, palpitations, douleur abdominale, diarrhée",Cardiologie
Dermatite,"maux de tête, douleurs articulaires, fatigue, essoufflement",Dermatologie
Migraine,"fatigue, fièvre, douleurs articulaires, palpitations",Ophtalmologie
Hépatite,"jaunisse, essoufflement, perte de poids",Chirurgie générale
Zona,"essoufflement, fatigue, vertiges, douleur abdominale, toux",Chirurgie générale
Sclérose,"jaunisse, vomissements, éruptions cutanées, essoufflement, fièvre",ORL
Gastrite,"vertiges, diarrhée, douleurs articulaires",Oncologie
Migraine,"éruptions cutanées, perte de poids, vomissements",Ophtalmologie
Glaucome,"jaunisse, perte de poids, diarrhée, toux",Ophtalmologie
Hypertension,"diarrhée, douleurs articulaires, fièvre",Gastroentérologie
Grippe,"maux de tête, vomissements, perte de poids, diarrhée, douleurs articulaires",Rhumatologie
Paludisme,"douleurs articulaires, diarrhée, douleur abdominale, nausées, vomissements",Hématologie
Parkinson,"nausées, essoufflement, fatigue",ORL
Cancer de la peau,"fièvre, nausées, fatigue",Cardiologie
Migraine,"éruptions cutanées, douleurs articulaires, jaunisse, douleur abdominale",Cardiologie
Obésité,"jaunisse, fatigue, toux, palpitations, vomissements",Dermatologie
COVID-19,"maux de tête, douleur abdominale, éruptions cutanées, fatigue",Endocrinologie
Cirrhose,"nausées, douleur abdominale, maux de tête, éruptions cutanées",Infectiologie
Epilepsie,"essoufflement, éruptions cutanées, palpitations",Oncologie
Cancer de la peau,"toux, douleurs articulaires, douleur abdominale, nausées",Rhumatologie
Crohn,"vertiges, douleur abdominale, maux de tête, palpitations, essoufflement",Hématologie
Tuberculose,"douleurs articulaires, diarrhée, vertiges, perte de poids, jaunisse",Rhumatologie
Ulcère,"vomissements, douleurs articulaires, fièvre",Ophtalmologie
Diabète,"douleurs articulaires, toux, perte de poids, maux de tête, fièvre",Dermatologie
Anémie,"douleur abdominale, vomissements, nausées, éruptions cutanées",Gastroentérologie
Anémie,"éruptions cutanées, palpitations, maux de tête, douleurs articulaires",Ophtalmologie
Insuffisance rénale,"toux, diarrhée, essoufflement, fièvre",Cardiologie
Dermatite,"diarrhée, perte de poids, douleur abdominale, vomissements",Dermatologie
Cataracte,"vomissements, toux, vertiges, nausées, maux de tête",Oncologie
Goutte,"toux, diarrhée, maux de tête, perte de poids",Ophtalmologie
Migraine,"fièvre, perte de poids, jaunisse",Neurologie
Sclérose,"vertiges, maux de tête, douleurs articulaires, jaunisse",Rhumatologie
Epilepsie,"diarrhée, perte de poids, vertiges, jaunisse, éruptions cutanées",Neurologie
Insuffisance rénale,"fièvre, perte de poids, palpitations",Chirurgie générale
